JES,Statistics,Backgrounds,JER/JEFF,PDF,Other Detector,Pileup,Modeling,Total
28,0.0277845344025,0.101863041043,0.0174771425768,0.00976067103968,0.00162123732345,0.0286505521959,0.0195928807417,0.0248823685084,0.115651530402
29,0.0679014451545,0.142950285909,0.0152024532151,0.0291409839915,0.00317523168529,0.0345939262035,0.152910850144,0.03364458238,0.227697628159
30,0.0750373982006,0.163390483122,0.0190669782726,0.0389311414836,0.00200075203281,0.056138786543,0.066989160015,0.0275172049121,0.206413553407
31,0.0783203098201,0.0399852822916,0.00407884310296,0.0200884890235,0.000631058909763,0.0565049072796,0.0210650256569,0.0398448772095,0.115661706759
32,0.0379207055342,0.040071076995,0.00368894967133,0.0474533755862,0.00102060065924,0.0183858280121,0.0205243394424,0.0481628102422,0.0915919615541
33,0.0659060078974,0.0553270937398,0.0121564592087,0.0608515208562,8.63114261557e-05,0.0463957936273,0.0207620967257,0.0233405314937,0.11993247457
34,0.0655366407238,0.0746948069872,0.0124081674013,0.0537936459882,0.00105560499593,0.0298885551499,0.0229462390328,0.0172253071483,0.120994898893
35,0.0695464439339,0.151534385742,0.0238406602009,0.0213946291322,0.00860916041916,0.0535821266946,0.0628714591645,0.0342307087935,0.192081256001
36,0.127641313615,0.0611014127869,0.0105101403015,0.0833296187703,0.00134338721213,0.0214195476277,0.078094237912,0.0748629991697,0.198100369381
37,0.118539270739,0.0652306499655,0.00818723301324,0.0632983726627,0.00227506508184,0.0169664788316,0.0644568042569,0.0368880400724,0.167895073212
38,0.0829357850042,0.105375762532,0.0092146244795,0.0117759749539,0.000611517382311,0.0301252532965,0.0561570203253,0.0455104984793,0.156008653277
39,0.0677566011011,0.158792636992,0.0184534945515,0.058190035803,0.00334969560701,0.0496483499081,0.0272649480891,0.0392536716935,0.19568617102
40,0.127840681248,0.119059271675,0.0199148343845,0.117408255055,0.00094948096636,0.0318515711761,0.276104638484,0.116768031516,0.368216807893
41,0.18189843515,0.149201434544,0.0202187692769,0.0779146921648,0.0,0.0761607938174,0.268234131059,0.0468336917518,0.376524922056
